School Year,State,NCES LEA ID,LEA,School,NCES SCH ID,Data Group,Data Description,Value,Denominator,Numerator,Population,Subgroup,Characteristics,Age/Grade,Academic Subject,Program Type,Outcome
2021-2022,NEW JERSEY,3401260,Bayonne School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,86%,620,,All Students,All Students in LEA,,,,,
2021-2022,NEW JERSEY,3401350,Belleville Public School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,94%,367,,All Students,All Students in LEA,,,,,
2021-2022,NEW JERSEY,3401440,Belvidere School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,90-94%,98,,All Students,All Students in LEA,,,,,
2021-2022,NEW JERSEY,3401470,Bergen County Vocational Technical School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,98%,492,,All Students,All Students in LEA,,,,,
2021-2022,NEW JERSEY,3401500,Bergenfield Borough School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,87%,318,,All Students,All Students in LEA,,,,,
2021-2022,NEW JERSEY,3401530,Berkeley Heights School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,90%,220,,All Students,All Students in LEA,,,,,
2021-2022,NEW JERSEY,3401650,Bernards Township School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,91%,452,,All Students,All Students in LEA,,,,,
2021-2022,NEW JERSEY,3401770,Black Horse Pike Regional School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,76%,918,,All Students,All Students in LEA,,,,,
2021-2022,NEW JERSEY,3401830,Bloomfield Township School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,86%,477,,All Students,All Students in LEA,,,,,
2021-2022,NEW JERSEY,3401920,Bogota Public School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,90-94%,108,,All Students,All Students in LEA,,,,,
2021-2022,NEW JERSEY,3401950,Boonton Town Public School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,90-94%,179,,All Students,All Students in LEA,,,,,
2021-2022,NEW JERSEY,3402030,Bordentown Regional School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,90%,205,,All Students,All Students in LEA,,,,,
2021-2022,NEW JERSEY,3402100,Bound Brook School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,75-79%,152,,All Students,All Students in LEA,,,,,
2021-2022,NEW JERSEY,3402220,Brick Township Public School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,92%,692,,All Students,All Students in LEA,,,,,
2021-2022,NEW JERSEY,3402250,Bridgeton City School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,82%,385,,All Students,All Students in LEA,,,,,
2021-2022,NEW JERSEY,3402280,Bridgewater-Raritan Regional School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,90%,723,,All Students,All Students in LEA,,,,,
2021-2022,NEW JERSEY,3402400,Buena Regional School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,85-89%,142,,All Students,All Students in LEA,,,,,
2021-2022,NEW JERSEY,3402430,Burlington City Public School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,70-74%,133,,All Students,All Students in LEA,,,,,
2021-2022,NEW JERSEY,3402460,Burlington Township School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,83%,325,,All Students,All Students in LEA,,,,,
2021-2022,NEW JERSEY,3402490,Burlington County Institute of Technology School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,89%,490,,All Students,All Students in LEA,,,,,
2021-2022,NEW JERSEY,3402520,Butler Public School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,85-89%,120,,All Students,All Students in LEA,,,,,
2021-2022,NEW JERSEY,3402580,Caldwell-West School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,88%,230,,All Students,All Students in LEA,,,,,
2021-2022,NEW JERSEY,3402640,Camden City School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,65%,508,,All Students,All Students in LEA,,,,,
2021-2022,NEW JERSEY,3402670,Camden County Technical School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,97%,516,,All Students,All Students in LEA,,,,,
2021-2022,NEW JERSEY,3402730,Cape May County Technical High School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,90-94%,127,,All Students,All Students in LEA,,,,,
2021-2022,NEW JERSEY,3402800,Carlstadt-East Rutherford Regional High School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,75-79%,124,,All Students,All Students in LEA,,,,,
2021-2022,NEW JERSEY,3402820,Carteret Public School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,92%,295,,All Students,All Students in LEA,,,,,
2021-2022,NEW JERSEY,3402850,Cedar Grove Township School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,85-89%,136,,All Students,All Students in LEA,,,,,
2021-2022,NEW JERSEY,3402880,Sterling Regional School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,82%,245,,All Students,All Students in LEA,,,,,
2021-2022,NEW JERSEY,3402910,Central Regional School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,74%,419,,All Students,All Students in LEA,,,,,
2021-2022,NEW JERSEY,3403000,Cherry Hill School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,93%,922,,All Students,All Students in LEA,,,,,
2021-2022,NEW JERSEY,3403120,Cinnaminson Township School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,90-94%,197,,All Students,All Students in LEA,,,,,
2021-2022,NEW JERSEY,3403150,Clark Township Public School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,85-89%,184,,All Students,All Students in LEA,,,,,
2021-2022,NEW JERSEY,3403180,Clayton Public School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,90-94%,112,,All Students,All Students in LEA,,,,,
2021-2022,NEW JERSEY,3403210,Clearview Regional High School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,97%,365,,All Students,All Students in LEA,,,,,
2021-2022,NEW JERSEY,3403270,Cliffside Park School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,90%,300,,All Students,All Students in LEA,,,,,
2021-2022,NEW JERSEY,3403300,Clifton Public School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,82%,774,,All Students,All Students in LEA,,,,,
2021-2022,NEW JERSEY,3403420,Collingswood Public School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,75-79%,170,,All Students,All Students in LEA,,,,,
2021-2022,NEW JERSEY,3403570,Cranford Public School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,89%,289,,All Students,All Students in LEA,,,,,
2021-2022,NEW JERSEY,3403600,Cresskill Public School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,85-89%,130,,All Students,All Students in LEA,,,,,
2021-2022,NEW JERSEY,3403610,Cumberland County Board of Vocational Education,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,97%,217,,All Students,All Students in LEA,,,,,
2021-2022,NEW JERSEY,3403620,Cumberland Regional School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,81%,277,,All Students,All Students in LEA,,,,,
2021-2022,NEW JERSEY,3403750,Delaware Valley Regional High School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,85-89%,186,,All Students,All Students in LEA,,,,,
2021-2022,NEW JERSEY,3403780,Delran Township School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,92%,266,,All Students,All Students in LEA,,,,,
2021-2022,NEW JERSEY,3403900,Deptford Township Public School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,86%,262,,All Students,All Students in LEA,,,,,
2021-2022,NEW JERSEY,3403930,Dover Public School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,78%,269,,All Students,All Students in LEA,,,,,
2021-2022,NEW JERSEY,3403990,Dumont Public School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,87%,210,,All Students,All Students in LEA,,,,,
2021-2022,NEW JERSEY,3404020,Dunellen Public School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,85-89%,84,,All Students,All Students in LEA,,,,,
2021-2022,NEW JERSEY,3404110,East Brunswick Township School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,92%,702,,All Students,All Students in LEA,,,,,
2021-2022,NEW JERSEY,3404200,East Newark School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,S,2,,All Students,All Students in LEA,,,,,
2021-2022,NEW JERSEY,3404230,East Orange School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,79%,663,,All Students,All Students in LEA,,,,,
2021-2022,NEW JERSEY,3404320,East Windsor Regional School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,88%,426,,All Students,All Students in LEA,,,,,
2021-2022,NEW JERSEY,3404380,Eastern Camden County Regional School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,88%,487,,All Students,All Students in LEA,,,,,
2021-2022,NEW JERSEY,3404500,Edison Township School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,89%,1173,,All Students,All Students in LEA,,,,,
2021-2022,NEW JERSEY,3404560,Egg Harbor Township School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,85%,591,,All Students,All Students in LEA,,,,,
2021-2022,NEW JERSEY,3404590,Elizabeth Public Schools,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,79%,1880,,All Students,All Students in LEA,,,,,
2021-2022,NEW JERSEY,3404660,Elmwood Park School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,77%,207,,All Students,All Students in LEA,,,,,
2021-2022,NEW JERSEY,3404710,Emerson Public School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=95%,78,,All Students,All Students in LEA,,,,,
2021-2022,NEW JERSEY,3404740,Englewood Public School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,78%,269,,All Students,All Students in LEA,,,,,
2021-2022,NEW JERSEY,3404800,Essex County Schools of Technology,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,93%,566,,All Students,All Students in LEA,,,,,
2021-2022,NEW JERSEY,3404920,Ewing Township School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,70%,264,,All Students,All Students in LEA,,,,,
2021-2022,NEW JERSEY,3404980,Fair Lawn Public School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,93%,393,,All Students,All Students in LEA,,,,,
2021-2022,NEW JERSEY,3405220,Florence Township School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,85-89%,113,,All Students,All Students in LEA,,,,,
2021-2022,NEW JERSEY,3405310,Fort Lee School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,87%,318,,All Students,All Students in LEA,,,,,
2021-2022,NEW JERSEY,3405490,Franklin Township Public School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,87%,541,,All Students,All Students in LEA,,,,,
2021-2022,NEW JERSEY,3405610,Freehold Regional High School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,86%,2687,,All Students,All Students in LEA,,,,,
2021-2022,NEW JERSEY,3405760,Garfield Public School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,72%,283,,All Students,All Students in LEA,,,,,
2021-2022,NEW JERSEY,3405820,Gateway Regional High School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,90-94%,152,,All Students,All Students in LEA,,,,,
2021-2022,NEW JERSEY,3405880,Glassboro School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,85-89%,157,,All Students,All Students in LEA,,,,,
2021-2022,NEW JERSEY,3405940,Glen Ridge Public School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=95%,142,,All Students,All Students in LEA,,,,,
2021-2022,NEW JERSEY,3405970,Glen Rock Public School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,85-89%,177,,All Students,All Students in LEA,,,,,
2021-2022,NEW JERSEY,3406000,Gloucester City Public School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,65-69%,157,,All Students,All Students in LEA,,,,,
2021-2022,NEW JERSEY,3406040,Gloucester County Vocational-Technical School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,96%,386,,All Students,All Students in LEA,,,,,
2021-2022,NEW JERSEY,3406060,Greater Egg Harbor Regional High School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,88%,842,,All Students,All Students in LEA,,,,,
2021-2022,NEW JERSEY,3406270,Hackensack School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,79%,542,,All Students,All Students in LEA,,,,,
2021-2022,NEW JERSEY,3406300,Hackettstown Public School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,80%,209,,All Students,All Students in LEA,,,,,
2021-2022,NEW JERSEY,3406330,HADDON HEIGHTS School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,86%,229,,All Students,All Students in LEA,,,,,
2021-2022,NEW JERSEY,3406360,Haddon Township School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,75-79%,155,,All Students,All Students in LEA,,,,,
2021-2022,NEW JERSEY,3406390,Haddonfield School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,96%,230,,All Students,All Students in LEA,,,,,
2021-2022,NEW JERSEY,3406540,Hamilton Township Public School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,80%,972,,All Students,All Students in LEA,,,,,
2021-2022,NEW JERSEY,3406570,Hammonton School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,84%,352,,All Students,All Students in LEA,,,,,
2021-2022,NEW JERSEY,3406660,Hanover Park Regional High School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,97%,377,,All Students,All Students in LEA,,,,,
2021-2022,NEW JERSEY,3406870,Harrison Public Schools,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,70-74%,184,,All Students,All Students in LEA,,,,,
2021-2022,NEW JERSEY,3406930,Hasbrouck Heights School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,85-89%,144,,All Students,All Students in LEA,,,,,
2021-2022,NEW JERSEY,3406990,Hawthorne Public School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,85-89%,185,,All Students,All Students in LEA,,,,,
2021-2022,NEW JERSEY,3407050,Henry Hudson Regional School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=90%,50,,All Students,All Students in LEA,,,,,
2021-2022,NEW JERSEY,3407140,High Point Regional High School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,89%,219,,All Students,All Students in LEA,,,,,
2021-2022,NEW JERSEY,3407170,Highland Park Boro School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,80-84%,126,,All Students,All Students in LEA,,,,,
2021-2022,NEW JERSEY,3407230,Hillsborough Township Public School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,90%,585,,All Students,All Students in LEA,,,,,
2021-2022,NEW JERSEY,3407290,Hillside Public School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,70-74%,192,,All Students,All Students in LEA,,,,,
2021-2022,NEW JERSEY,3407350,Hoboken Public School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,85-89%,96,,All Students,All Students in LEA,,,,,
2021-2022,NEW JERSEY,3407410,Holmdel Township School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,88%,241,,All Students,All Students in LEA,,,,,
2021-2022,NEW JERSEY,3407440,Hopatcong Borough School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,80-84%,105,,All Students,All Students in LEA,,,,,
2021-2022,NEW JERSEY,3407530,Hopewell Valley Regional School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,89%,287,,All Students,All Students in LEA,,,,,
2021-2022,NEW JERSEY,3407570,Hudson County Schools of Technology School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,95%,586,,All Students,All Students in LEA,,,,,
2021-2022,NEW JERSEY,3407590,Hunterdon Central Regional High School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,89%,661,,All Students,All Students in LEA,,,,,
2021-2022,NEW JERSEY,3407680,Irvington Public School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,70%,426,,All Students,All Students in LEA,,,,,
2021-2022,NEW JERSEY,3407740,Jackson Township School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,88%,717,,All Students,All Students in LEA,,,,,
2021-2022,NEW JERSEY,3407800,Jefferson Township Public School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,88%,228,,All Students,All Students in LEA,,,,,
2021-2022,NEW JERSEY,3407830,Jersey City Public Schools,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,73%,1631,,All Students,All Students in LEA,,,,,
2021-2022,NEW JERSEY,3407860,Keansburg School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,55-59%,97,,All Students,All Students in LEA,,,,,
2021-2022,NEW JERSEY,3407890,Kearny,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,91%,440,,All Students,All Students in LEA,,,,,
2021-2022,NEW JERSEY,3407920,Kenilworth School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=95%,134,,All Students,All Students in LEA,,,,,
